"state_name","county_fips","county_name","votes_gop","votes_dem","total_votes","diff","per_gop","per_dem","per_point_diff"
"Alabama",1105,"Perry County",1339,3860,5230,-2521,0.256022944550669,0.738049713193117,-0.482026768642447
"Alabama",1107,"Pickens County",5594,4022,9668,1572,0.578609846917666,0.416011584609019,0.162598262308647
"Alabama",1109,"Pike County",8042,5636,13841,2406,0.581027382414565,0.407196011848855,0.173831370565711
"Alabama",1111,"Randolph County",8559,2203,10837,6356,0.789794223493587,0.203285041985789,0.586509181507797
"Alabama",1113,"Russell County",9864,11228,21329,-1364,0.462468939003235,0.526419428946505,-0.0639504899432697
"Alabama",1115,"St. Clair County",36166,7744,44441,28422,0.813798069350375,0.17425350464661,0.639544564703765
"Alabama",1117,"Shelby County",79700,33268,114950,46432,0.693344932579382,0.289412788168769,0.403932144410613
"Alabama",1119,"Sumter County",1598,4648,6291,-3050,0.254013670322683,0.738833253854713,-0.48481958353203
"Alabama",1121,"Talladega County",22235,13138,35663,9097,0.623475310545944,0.368393012365757,0.255082298180187
"Alabama",1123,"Tallapoosa County",14963,5859,20991,9104,0.71282930779858,0.279119622695441,0.433709685103139
"Alabama",1125,"Tuscaloosa County",51117,37765,90172,13352,0.566883289712993,0.418810717295835,0.148072572417158
"Alabama",1127,"Walker County",26002,4834,31170,21168,0.834199550850176,0.155085017645172,0.679114533205005
"Alabama",1129,"Washington County",6564,2258,8876,4306,0.739522307345651,0.254393871113114,0.485128436232537
"Alabama",1131,"Wilcox County",1833,4048,5903,-2215,0.31052007453837,0.685753006945621,-0.375232932407251
"Alabama",1133,"Winston County",10195,974,11284,9221,0.903491669620702,0.0863169088975541,0.817174760723148
"Alaska",2901,"District 1",3511,3477,7360,34,0.477038043478261,0.47241847826087,0.00461956521739126
"Alaska",2902,"District 2",3674,2104,6161,1570,0.596331764323973,0.341503002759292,0.254828761564681
"Alaska",2903,"District 3",6076,1903,8385,4173,0.724627310673822,0.226952892069171,0.497674418604651
"Alaska",2904,"District 4",4690,5345,10587,-655,0.442996127325966,0.504864456408803,-0.0618683290828375
"Alaska",2905,"District 5",4077,4204,8706,-127,0.468297725706409,0.482885366413967,-0.014587640707558
"Alaska",2906,"District 6",5770,3272,9518,2498,0.606219794074385,0.343769699516705,0.26245009455768
"Alaska",2907,"District 7",7027,2215,9664,4812,0.727131622516556,0.229201158940397,0.497930463576159
"Alaska",2908,"District 8",7618,1953,9957,5665,0.765089886512002,0.196143416691775,0.568946469820227
"Alaska",2909,"District 9",7787,2769,11047,5018,0.704897257173893,0.25065628677469,0.454240970399203
"Alaska",2910,"District 10",8081,2727,11256,5354,0.717928216062544,0.24227078891258,0.475657427149965
"Alaska",2911,"District 11",7096,3130,10686,3966,0.664046415871233,0.29290660677522,0.371139809096014
"Alaska",2912,"District 12",7893,2957,11280,4936,0.699734042553191,0.262145390070922,0.43758865248227
"Alaska",2913,"District 13",4652,2666,7765,1986,0.599098518995493,0.343335479716677,0.255763039278815
"Alaska",2914,"District 14",6714,4261,11534,2453,0.582105080631177,0.369429512744928,0.212675567886249
"Alaska",2915,"District 15",2671,2622,5593,49,0.477561237260862,0.468800286071876,0.00876095118898623
"Alaska",2916,"District 16",3516,4274,8170,-758,0.430354957160343,0.52313341493268,-0.0927784577723378
"Alaska",2917,"District 17",2810,4136,7271,-1326,0.386466785861642,0.568835098335855,-0.182368312474213
"Alaska",2918,"District 18",2760,4681,7759,-1921,0.355715942776131,0.603299394251837,-0.247583451475706
"Alaska",2919,"District 19",1975,3118,5338,-1143,0.369988759835144,0.584113900337205,-0.214125140502061
"Alaska",2920,"District 20",2383,4881,7544,-2498,0.315880169671262,0.647004241781548,-0.331124072110286
"Alaska",2921,"District 21",3690,5414,9482,-1724,0.389158405399705,0.570976587217886,-0.181818181818182
"Alaska",2922,"District 22",4684,4553,9597,131,0.488069188288007,0.474419089298739,0.0136500989892674
"Alaska",2923,"District 23",3655,3810,7796,-155,0.468830169317599,0.488712160082093,-0.0198819907644947
"Alaska",2924,"District 24",5378,4736,10484,642,0.512972148035101,0.451735978634109,0.061236169400992
"Alaska",2925,"District 25",4407,4600,9369,-193,0.470381043868076,0.490980894439108,-0.0205998505710321
"Alaska",2926,"District 26",5243,4558,20292,685,0.258377685787502,0.224620540114331,0.0337571456731717
"Alaska",2927,"District 27",4324,4844,19037,-520,0.227136628670484,0.254451856910227,-0.0273152282397436
"Alaska",2928,"District 28",6162,6264,25580,-102,0.240891321344801,0.24487881157154,-0.00398749022673964
"Alaska",2929,"District 29",7464,2985,10784,4479,0.69213649851632,0.276798961424332,0.415337537091988
"Alaska",2930,"District 30",7180,2638,10226,4542,0.702131820848817,0.257969880696264,0.444161940152552
"Alaska",2931,"District 31",6971,5037,12481,1934,0.558528964025318,0.403573431616056,0.154955532409262
"Alaska",2932,"District 32",4440,3506,8361,934,0.531036957301758,0.419327831599091,0.111709125702667
"Alaska",2933,"District 33",3059,7535,11016,-4476,0.277687000726216,0.684005083514887,-0.406318082788671
"Alaska",2934,"District 34",4543,5763,10794,-1220,0.420881971465629,0.53390772651473,-0.113025755049101
"Alaska",2935,"District 35",4769,5011,10149,-242,0.469898512168687,0.49374322593359,-0.0238447137649029
"Alaska",2936,"District 36",5114,3796,9292,1318,0.550365906155833,0.408523461041756,0.141842445114077
"Alaska",2937,"District 37",2358,2560,5168,-202,0.456269349845201,0.495356037151703,-0.0390866873065016
"Alaska",2938,"District 38",1737,3202,5299,-1465,0.327797697678807,0.60426495565201,-0.276467257973202
"Alaska",2939,"District 39",1939,3580,5930,-1641,0.326981450252951,0.603709949409781,-0.27672849915683
"Alaska",2940,"District 40",1994,2318,4628,-324,0.43085566119274,0.500864304235091,-0.0700086430423509
"Arizona",4001,"Apache County",11442,23293,35183,-11851,0.325213881704232,0.662052695904272,-0.33683881420004
"Arizona",4003,"Cochise County",35557,23732,60473,11825,0.587981413192665,0.392439601144312,0.195541812048352
"Arizona",4005,"Coconino County",27052,44698,73346,-17646,0.368827202574101,0.609412919586617,-0.240585717012516
"Arizona",4007,"Gila County",18377,8943,27678,9434,0.66395693330443,0.323108606113158,0.340848327191271
"Arizona",4009,"Graham County",10749,4034,14996,6715,0.716791144305148,0.269005068018138,0.44778607628701
"Arizona",4011,"Greenlee County",2433,1182,3688,1251,0.65970715835141,0.320498915401302,0.339208242950108
"Arizona",4012,"La Paz County",5129,2236,7460,2893,0.687533512064343,0.299731903485255,0.387801608579089
"Arizona",4013,"Maricopa County",995665,1040774,2069475,-45109,0.481119607629954,0.502916923374286,-0.0217973157443312
"Arizona",4015,"Mohave County",78535,24831,104705,53704,0.750059691514254,0.237151998471897,0.512907693042357
"Arizona",4017,"Navajo County",27657,23383,51783,4274,0.53409420079949,0.45155746094278,0.0825367398567098
"Arizona",4019,"Pima County",207758,304981,520735,-97223,0.398970685665454,0.585674095269187,-0.186703409603733
"Arizona",4021,"Pinal County",107077,75106,185037,31971,0.57867885882283,0.405897198938591,0.172781659884239
"Arizona",4023,"Santa Cruz County",6194,13138,19561,-6944,0.316650477991923,0.671642554061653,-0.354992076069731
"Arizona",4025,"Yavapai County",91527,49602,143280,41925,0.638798157453936,0.346189279731993,0.292608877721943
"Arizona",4027,"Yuma County",36534,32210,69926,4324,0.52246660755656,0.460629808654864,0.0618367989016961
"Arkansas",5001,"Arkansas County",4304,1818,6292,2486,0.684043229497775,0.28893833439288,0.395104895104895
"Arkansas",5003,"Ashley County",5548,2125,7926,3423,0.699974766590966,0.26810497098158,0.431869795609387
"Arkansas",5005,"Baxter County",15836,4635,21007,11201,0.753843956776313,0.220640738801352,0.533203217974961
"Arkansas",5007,"Benton County",73965,42249,119912,31716,0.61682734004937,0.352333377810394,0.264493962238975
"Arkansas",5009,"Boone County",13652,3064,17114,10588,0.797709477620661,0.17903470842585,0.618674769194811
"Arkansas",5011,"Bradley County",2335,1214,3654,1121,0.639025725232622,0.33223864258347,0.306787082649152
"Arkansas",5013,"Calhoun County",1636,479,2182,1157,0.749770852428964,0.219523373052246,0.530247479376719
"Arkansas",5015,"Carroll County",7424,4023,11797,3401,0.6293125370857,0.34101890311096,0.288293633974739
"Arkansas",5017,"Chicot County",1752,2260,4103,-508,0.427004630757982,0.550816475749452,-0.12381184499147
"Arkansas",5019,"Clark County",4616,3438,8395,1178,0.549851101846337,0.409529481834425,0.140321620011912
"Arkansas",5021,"Clay County",4086,962,5183,3124,0.78834651746093,0.185606791433533,0.602739726027397
"Arkansas",5023,"Cleburne County",10328,1988,12680,8340,0.814511041009464,0.156782334384858,0.657728706624606
"Arkansas",5025,"Cleveland County",2867,651,3600,2216,0.796388888888889,0.180833333333333,0.615555555555556
"Arkansas",5027,"Columbia County",5500,2814,8616,2686,0.638347260909935,0.326601671309192,0.311745589600743
"Arkansas",5029,"Conway County",5694,2615,8685,3079,0.655613126079447,0.301093839953944,0.354519286125504
"Arkansas",5031,"Craighead County",25558,11921,38511,13637,0.663654540261224,0.309547921373114,0.35410661888811
"Arkansas",5033,"Crawford County",18607,4959,24091,13648,0.772363123158026,0.205844506247146,0.56651861691088
"Arkansas",5035,"Crittenden County",7333,8514,16367,-1181,0.448035681554347,0.520193071424207,-0.0721573898698601
"Arkansas",5037,"Cross County",4946,1772,6942,3174,0.712474791126476,0.255257850763469,0.457216940363008
"Arkansas",5039,"Dallas County",1573,963,2649,610,0.593808984522461,0.363533408833522,0.230275575688939
"Arkansas",5041,"Desha County",1921,2016,4164,-95,0.46133525456292,0.484149855907781,-0.0228146013448607
"Arkansas",5043,"Drew County",4349,2426,6908,1923,0.629559930515345,0.351187029530979,0.278372900984366
"Arkansas",5045,"Faulkner County",34421,18347,54428,16074,0.632413463658411,0.337087528477989,0.295325935180422
"Arkansas",5047,"Franklin County",5677,1300,7129,4377,0.796324870248282,0.182353766306635,0.613971103941647
"Arkansas",5049,"Fulton County",3961,1035,5119,2926,0.773783942176206,0.202187927329557,0.57159601484665
"Arkansas",5051,"Garland County",29069,14045,44199,15024,0.657684562999163,0.317767370302496,0.339917192696667
"Arkansas",5053,"Grant County",6794,1268,8200,5526,0.828536585365854,0.154634146341463,0.67390243902439
"Arkansas",5055,"Greene County",12670,3058,16100,9612,0.78695652173913,0.189937888198758,0.597018633540373
"Arkansas",5057,"Hempstead County",4470,2138,6848,2332,0.652745327102804,0.312207943925234,0.34053738317757
"Arkansas",5059,"Hot Spring County",9202,3082,12557,6120,0.732818348331608,0.245440789997611,0.487377558333997
"Arkansas",5061,"Howard County",3367,1340,4834,2027,0.696524617294166,0.277203144393877,0.41932147290029
"Arkansas",5063,"Independence County",11250,2806,14512,8444,0.775220507166483,0.193357221609702,0.581863285556781
"Arkansas",5065,"Izard County",4631,1021,5810,3610,0.797074010327022,0.175731497418244,0.621342512908778
"Arkansas",5067,"Jackson County",3593,1365,5091,2228,0.705755254370458,0.268120212139069,0.437635042231389
"Arkansas",5069,"Jefferson County",9521,14981,25158,-5460,0.378448207329676,0.595476587964067,-0.217028380634391
"Arkansas",5071,"Johnson County",6938,2283,9498,4655,0.730469572541588,0.240366392924826,0.490103179616761
"Arkansas",5073,"Lafayette County",1757,839,2679,918,0.655841731989548,0.31317655841732,0.342665173572228
"Arkansas",5075,"Lawrence County",4569,1080,5857,3489,0.780092197370668,0.184394741335154,0.595697456035513
"Arkansas",5077,"Lee County",1286,1423,2848,-137,0.451544943820225,0.499648876404494,-0.0481039325842697
"Arkansas",5079,"Lincoln County",2729,1032,3875,1697,0.704258064516129,0.266322580645161,0.437935483870968
"Arkansas",5081,"Little River County",3715,1226,5177,2489,0.717597063936643,0.236816689202241,0.480780374734402
"Arkansas",5083,"Logan County",6441,1544,8225,4897,0.783100303951368,0.187720364741641,0.595379939209726
"Arkansas",5085,"Lonoke County",22884,6686,30662,16198,0.746330963407475,0.218054921401083,0.528276042006392
"Arkansas",5087,"Madison County",5658,1563,7351,4095,0.769691198476398,0.212624132771052,0.557067065705346
"Arkansas",5089,"Marion County",5783,1531,7503,4252,0.770758363321338,0.204051712648274,0.566706650673064
"Arkansas",5091,"Miller County",11920,4245,16529,7675,0.721156754794603,0.256821344303951,0.464335410490653
"Arkansas",5093,"Mississippi County",7296,4558,12342,2738,0.591152163344677,0.369308053800032,0.221844109544644
"Arkansas",5095,"Monroe County",1545,1147,2816,398,0.548650568181818,0.407315340909091,0.141335227272727
"Arkansas",5097,"Montgomery County",3046,731,3873,2315,0.786470436354247,0.188742576813839,0.597727859540408
"Arkansas",5099,"Nevada County",2133,1076,3358,1057,0.635199523525908,0.320428826682549,0.314770696843359
"Arkansas",5101,"Newton County",3192,709,3998,2483,0.7983991995998,0.177338669334667,0.621060530265133
"Arkansas",5103,"Ouachita County",5294,3995,9629,1299,0.54979748675875,0.414892512202721,0.134904974556029
"Arkansas",5105,"Perry County",3479,1012,4627,2467,0.751891074130106,0.218716230819105,0.533174843311001
"Arkansas",5107,"Phillips County",2417,3623,6242,-1206,0.387215636014098,0.580422941364947,-0.193207305350849
"Arkansas",5109,"Pike County",3519,644,4246,2875,0.828780028261894,0.151672162034856,0.677107866227037
"Arkansas",5111,"Poinsett County",5918,1424,7521,4494,0.78686344900944,0.189336524398351,0.597526924611089
"Arkansas",5113,"Polk County",7035,1246,8490,5789,0.828621908127208,0.146760895170789,0.681861012956419
"Arkansas",5115,"Pope County",18081,5772,24432,12309,0.740054027504912,0.236247544204322,0.503806483300589
"Arkansas",5117,"Prairie County",2786,654,3495,2132,0.797138769670959,0.187124463519313,0.610014306151645
"Arkansas",5119,"Pulaski County",63687,101947,169956,-38260,0.374726399774059,0.59984348890301,-0.225117089128951
"Arkansas",5121,"Randolph County",5355,1215,6812,4140,0.786112742219612,0.178361714621257,0.607751027598356
"Arkansas",5123,"St. Francis County",3242,3604,7108,-362,0.456105796285875,0.507034327518289,-0.0509285312324142
"Arkansas",5125,"Saline County",39556,16060,56959,23496,0.694464439333556,0.281957197282256,0.4125072420513
"Arkansas",5127,"Scott County",2962,483,3551,2479,0.834131230639257,0.136018023092087,0.69811320754717
"Arkansas",5129,"Searcy County",3365,588,4019,2777,0.837272953471013,0.146305051007713,0.690967902463299
"Arkansas",5131,"Sebastian County",31198,14487,47140,16711,0.661815867628341,0.307318625371235,0.354497242257106
"Arkansas",5133,"Sevier County",3884,1116,5202,2768,0.746635909265667,0.214532871972318,0.532103037293349
"Arkansas",5135,"Sharp County",5938,1398,7566,4540,0.784826856991805,0.1847739888977,0.600052868094105
"Arkansas",5137,"Stone County",4616,1180,5938,3436,0.777366116537555,0.198720107780397,0.578646008757157
"Arkansas",5139,"Union County",10478,5584,16607,4894,0.630938760763534,0.336243752634431,0.294695008129102
"Arkansas",5141,"Van Buren County",6034,1593,7807,4441,0.772896118867683,0.20404764954528,0.568848469322403
"Arkansas",5143,"Washington County",47504,43824,94266,3680,0.503935671397959,0.46489720577939,0.0390384656185687
"Arkansas",5145,"White County",24182,5978,30885,18204,0.782969078840861,0.193556742755383,0.589412336085478
"Arkansas",5147,"Woodruff County",1543,856,2476,687,0.623182552504039,0.345718901453958,0.277463651050081
"Arkansas",5149,"Yell County",5226,1284,6741,3942,0.775255896751224,0.19047619047619,0.584779706275033
"California",6001,"Alameda County",136309,617659,769864,-481350,0.177055947543982,0.802296249727225,-0.625240302183243
"California",6003,"Alpine County",244,476,741,-232,0.329284750337382,0.642375168690958,-0.313090418353576
"California",6005,"Amador County",13585,8153,22302,5432,0.609138193883957,0.365572594386154,0.243565599497803
"California",6007,"Butte County",48730,50426,102042,-1696,0.477548460437859,0.494169067638815,-0.0166206072009565
"California",6009,"Calaveras County",16518,10046,27164,6472,0.608084229126786,0.369827713149757,0.238256515977028
"California",6011,"Colusa County",4554,3234,7951,1320,0.572758143629732,0.406741290403723,0.166016853226009
"California",6013,"Contra Costa County",152877,416386,581230,-263509,0.26302324381054,0.716387660650689,-0.453364416840149
"California",6015,"Del Norte County",6461,4677,11452,1784,0.564180929095355,0.408400279427174,0.15578064966818
"California",6017,"El Dorado County",61838,51621,116138,10217,0.53245277170263,0.444479842945462,0.0879729287571682
"California",6019,"Fresno County",164464,193025,364809,-28561,0.450822211074836,0.529112494483415,-0.0782902834085781
"California",6021,"Glenn County",7063,3995,11292,3068,0.625487070492384,0.353790294013461,0.271696776478923
"California",6023,"Humboldt County",21770,44768,68828,-22998,0.316295693613064,0.650432963328878,-0.334137269715813
"California",6025,"Imperial County",20847,34678,56718,-13831,0.367555273458161,0.611410839592369,-0.243855566134208
"California",6027,"Inyo County",4620,4634,9481,-14,0.487290370214112,0.48876700769961,-0.00147663748549731
"California",6029,"Kern County",164484,133366,305226,31118,0.538892492775845,0.436941807054445,0.1019506857214
"California",6031,"Kings County",24072,18699,43858,5373,0.54886223722012,0.426353230881481,0.122509006338638
"California",6033,"Lake County",13123,14941,28800,-1818,0.455659722222222,0.518784722222222,-0.063125
"California",6035,"Lassen County",8970,2799,11985,6171,0.748435544430538,0.233541927409262,0.514893617021277
"California",6037,"Los Angeles County",1145530,3028885,4263443,-1883355,0.268686599070282,0.710431686315497,-0.441745087245215
"California",6039,"Madera County",29378,23168,53722,6210,0.546852313763449,0.431257213059827,0.115595100703622
"California",6041,"Marin County",24612,128288,155801,-103676,0.157970744732062,0.82340934910559,-0.665438604373528
"California",6043,"Mariposa County",5950,4088,10280,1862,0.578793774319066,0.397665369649805,0.181128404669261
"California",6045,"Mendocino County",13267,28782,43336,-15515,0.306142698910836,0.664159128669005,-0.358016429758169
"California",6047,"Merced County",39397,48991,90541,-9594,0.435128836659635,0.541091881026275,-0.10596304436664
"California",6049,"Modoc County",3109,1150,4338,1959,0.716689718764408,0.265099124020286,0.451590594744122
"California",6051,"Mono County",2513,4013,6737,-1500,0.373014694968087,0.595665726584533,-0.222651031616447
"California",6053,"Monterey County",46299,113953,163883,-67654,0.282512524178835,0.695331425468169,-0.412818901289335
"California",6055,"Napa County",20676,49817,72122,-29141,0.286680901805274,0.690732370150578,-0.404051468345304
"California",6057,"Nevada County",26779,36359,64738,-9580,0.413651950940715,0.561633043961815,-0.1479810930211
"California",6059,"Orange County",676498,814009,1521725,-137511,0.444559956628169,0.534925167162266,-0.0903652105340977
"California",6061,"Placer County",122488,106869,235017,15619,0.521187828965564,0.45472880685227,0.0664590221132939
"California",6063,"Plumas County",6445,4561,11256,1884,0.572583511016347,0.405206112295665,0.167377398720682
"California",6065,"Riverside County",448702,527945,996156,-79243,0.450433466244243,0.529982251775826,-0.0795487855315834
"California",6067,"Sacramento County",259405,440808,718290,-181403,0.36114243550655,0.613690849099946,-0.252548413593395
"California",6069,"San Benito County",10590,17628,28821,-7038,0.367440408035807,0.611637347767253,-0.244196939731446
"California",6071,"San Bernardino County",366257,455859,840931,-89602,0.435537517346845,0.542088470992269,-0.106550953645424
"California",6073,"San Diego County",600094,964650,1601722,-364556,0.374655526989078,0.602258069752429,-0.227602542763351
"California",6075,"San Francisco County",56417,378156,443458,-321739,0.127220616157562,0.852743664563499,-0.725523048405937
"California",6077,"San Joaquin County",121098,161137,288443,-40039,0.419833381291971,0.558644168865252,-0.138810787573281
"California",6079,"San Luis Obispo County",67436,88310,159681,-20874,0.4223169945078,0.55304012374672,-0.13072312923892
"California",6081,"San Mateo County",75563,291410,374138,-215847,0.201965584891136,0.778883727394705,-0.576918142503568
"California",6083,"Santa Barbara County",65736,129963,200288,-64227,0.328207381370826,0.648880611918837,-0.320673230548011
"California",6085,"Santa Clara County",214612,617967,850522,-403355,0.252329745732621,0.72657379820863,-0.474244052476009
"California",6087,"Santa Cruz County",26937,114246,144796,-87309,0.18603414458963,0.78901350866046,-0.602979364070831
"California",6089,"Shasta County",60789,30000,92900,30789,0.654348762109796,0.322927879440258,0.331420882669537
"California",6091,"Sierra County",1142,730,1930,412,0.591709844559586,0.378238341968912,0.213471502590674
"California",6093,"Siskiyou County",13290,9593,23450,3697,0.566737739872068,0.40908315565032,0.157654584221748
"California",6095,"Solano County",69306,131639,205831,-62333,0.336713128731824,0.639548950352474,-0.30283582162065
"California",6097,"Sonoma County",61825,199938,268252,-138113,0.23047358453991,0.745336474658157,-0.514862890118247
"California",6099,"Stanislaus County",104145,105841,214876,-1696,0.484674882257674,0.492567806548893,-0.00789292429121913
"California",6101,"Sutter County",24375,17367,42640,7008,0.571646341463415,0.407293621013133,0.164352720450281
"California",6103,"Tehama County",19141,8911,28721,10230,0.666446154381811,0.310260784791616,0.356185369590195
"California",6105,"Trinity County",3188,2851,6258,337,0.509427932246724,0.45557686161713,0.0538510706295942
"California",6107,"Tulare County",77579,66105,146832,11474,0.528352130325815,0.450208401438379,0.078143728887436
"California",6109,"Tuolumne County",17689,11978,30401,5711,0.581855860004605,0.394000197361929,0.187855662642676
"California",6111,"Ventura County",162207,251388,422698,-89181,0.383742056976849,0.594722473255137,-0.210980416278289
"California",6113,"Yolo County",27292,67598,97264,-40306,0.28059713768712,0.694995064977792,-0.414397927290673
"California",6115,"Yuba County",17676,11230,29787,6446,0.593413233961124,0.377010105079397,0.216403128881727
"Colorado",8001,"Adams County",95657,134202,236735,-38545,0.404067839567449,0.566887025577122,-0.162819186009673
"Colorado",8003,"Alamosa County",3813,3759,7808,54,0.488345286885246,0.481429303278689,0.00691598360655737
"Colorado",8005,"Arapahoe County",127323,213607,350183,-86284,0.363589894426628,0.60998677834161,-0.246396883914982
"Colorado",8007,"Archuleta County",5189,3738,9144,1451,0.567475940507437,0.408792650918635,0.158683289588801
"Colorado",8009,"Baca County",1867,317,2225,1550,0.839101123595506,0.14247191011236,0.696629213483146
"Colorado",8011,"Bent County",1503,732,2274,771,0.660949868073879,0.321899736147757,0.339050131926121
"Colorado",8013,"Boulder County",42501,159089,206111,-116588,0.206204423829878,0.771860793455953,-0.565656369626075
"Colorado",8014,"Broomfield County",16295,29077,46632,-12782,0.3494381540573,0.623541773889175,-0.274103619831875
"Colorado",8015,"Chaffee County",6222,7160,13717,-938,0.453597725450171,0.521980024786761,-0.0683822993365897
"Colorado",8017,"Cheyenne County",993,131,1136,862,0.874119718309859,0.115316901408451,0.758802816901408
"Colorado",8019,"Clear Creek County",2754,3604,6548,-850,0.420586438607208,0.550397067806964,-0.129810629199756
"Colorado",8021,"Conejos County",2286,1959,4333,327,0.527579044541888,0.452111700900069,0.0754673436418186
